user_id,battery_capacity_(kwh),charging_station_id,energy_consumed_(kwh),charging_duration_(hours),charging_rate_(kw),charging_cost_(usd),time_of_day,day_of_week,state_of_charge_(start_%),state_of_charge_(end_%),distance_driven_(since_last_charge)_(km),temperature_(°c),vehicle_age_(years),charger_type,vehicle_model_BMW i3,vehicle_model_Chevy Bolt,vehicle_model_Hyundai Kona,vehicle_model_Nissan Leaf,vehicle_model_Tesla Model 3,charging_station_location_Chicago,charging_station_location_Houston,charging_station_location_Los Angeles,charging_station_location_New York,charging_station_location_San Francisco,user_type_Casual Driver,user_type_Commuter,user_type_Long-Distance Traveler,start_hour,start_day,start_month,end_hour,end_day,end_month
720,-0.6079165421956573,366,-0.47593690740811195,1.301341653602864,3.3459009649510665,1.2031009187584398,2,5,-0.1544059745616023,0.2047974012516301,-1.5331861490982568,-1.1594228591203237,0.1676767362588095,1,0,0,0,1,0,0,0,0,1,0,0,1,0,13,12,3,18,21,3
721,-1.1899012192377647,226,-1.131918833156859,0.6554227821661919,0.6735286968346941,-1.0298295600842862,3,6,1.5890062542815906,0.11391116518903398,0.7829957285659981,-1.5400440928084764,-0.698518411133098,1,0,1,0,0,0,0,0,0,0,1,1,0,0,11,21,3,16,21,3
722,1.235034935104349,333,1.5868851555077916,-1.494465548901285,-1.4631086099391777,-1.3138275554944143,1,2,0.156522743517368,-0.06398353950218844,-0.8004486786343071,-1.6293414443360374,0.6007743099547632,2,0,1,0,0,0,0,0,0,1,0,0,0,1,13,21,3,17,21,3
723,0.02256685793329226,103,-0.7397264978225514,-0.1434737360726959,-1.3768807123094848,0.5040593767144644,2,1,0.26029588638195356,-1.0770219686446096,1.287450588799891,0.29782665896887267,0.6007743099547632,0,0,0,0,1,0,0,0,1,0,0,0,0,1,16,21,3,20,21,3
724,-1.1899012192377647,106,0.5796707194189684,0.25945656289323094,0.8352605727281858,0.1424224546188235,0,4,0.9468781235717152,0.775071335156994,-0.5560074691354976,1.0066945407127657,-1.1316159848290517,1,1,0,0,0,0,0,1,0,0,0,0,1,0,19,21,3,5,22,3
725,1.235034935104349,365,-1.48625095833009,-0.07138664543392849,-0.8431186491448962,0.657330400622291,2,6,-1.4521273326102195,-0.19887983434428352,1.7356717813233344,-1.3932606178747904,-0.26542083743714423,2,0,0,0,0,1,1,0,0,0,0,0,0,1,22,21,3,7,22,3
726,-1.5670290231664143,368,0.9154209019641278,-0.9082070352809386,0.8518953550252494,-0.3784454151393997,2,1,0.8623729813417755,0.8531870568300421,-1.3713927057220294,-0.9489108124115131,-1.1316159848290517,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,22,3,2,22,3
727,-3.2406931569309827,58,-0.29382892984562337,-0.3617534953622888,-1.0879511495058496,0.7944890348584029,2,1,-0.23990586706303607,0.9838713914559635,-0.10835536992563354,0.14388859455492764,-1.1316159848290517,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3,22,3,6,22,3
728,-0.6079165421956573,78,-1.387414437509682,-0.7258110703268782,1.3260687684964843,0.1635690646188884,3,3,-0.08552997821851942,-0.36947363477583095,-0.015157041501467667,-0.017113926582280323,0.1676767362588095,2,0,0,0,1,0,0,1,0,0,0,0,0,1,6,22,3,10,22,3
729,0.02256685793329226,75,-0.6593298684867124,0.28678461994563903,0.05092057964652836,-0.5609929100249202,0,1,0.1948897718999697,-0.46318237609807594,-0.05400924928382409,0.09648817229435518,1.033871883650717,0,0,1,0,0,0,0,0,1,0,0,1,0,0,9,22,3,18,22,3
730,-0.6079165421956573,42,0.48290897295265756,-0.34688637445636655,-1.5433984214876788,1.3377484341772645,3,0,0.41445665662693887,1.1765524575362136,0.16053356994959928,1.492790980643673,1.4669694573466707,0,0,0,0,0,1,0,0,0,1,0,1,0,0,12,22,3,21,22,3
731,-0.6079165421956573,422,0.9766952444601388,-0.2714107326759691,1.1283775565276077,-1.1362024869624094,0,6,0.23740170826373777,1.404987293587702,-0.7486789460528289,-0.40949964186680715,-1.2659253224973108,2,0,0,1,0,0,0,0,1,0,0,0,1,0,14,22,3,23,22,3
732,0.02256685793329226,324,0.2756167839456833,-0.48377227288705993,0.7602691192958374,-0.6654409227962881,1,4,0.0063443888318847515,0.9724924905477464,0.29347279350635924,0.3877627370484999,-1.5647135585250054,0,0,0,1,0,0,0,0,0,1,0,0,0,1,17,22,3,21,22,3
733,0.02256685793329226,181,0.3900273289732476,-0.3250928969453976,-0.8092020434058969,1.2432242355394716,1,5,-0.3644668398971554,0.2608872461816358,1.2502002169475337,1.0994220585621508,3.497587481237122,2,1,0,0,0,0,0,0,0,1,0,1,0,0,20,22,3,4,23,3
734,0.02256685793329226,33,1.1723712141389173,1.0429537829334883,1.7153059905949313,1.005730575460505,2,3,0.3647612001481071,0.7712141636533872,1.466239913170828,-0.029502200955960258,-0.698518411133098,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23,22,3,8,23,3
735,-0.6079165421956573,71,1.2703848981150945,-1.1528536347708134,-0.3901041058729044,0.26851015552345975,2,1,-0.6927341105504234,0.018509724311215947,1.7820117538228395,-1.4677834996895762,1.033871883650717,2,0,0,0,0,1,0,0,0,1,0,0,0,1,2,23,3,5,23,3
736,0.02256685793329226,56,0.6369259183762866,0.3315541365753013,-1.582625642943095,1.5161987394229717,3,6,-0.8256658075367687,0.7679188649775456,-1.6887250492549155,-0.32052872820788675,1.033871883650717,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4,23,3,13,23,3
737,0.507554088801715,105,-1.1823647856028607,0.4426024271064117,-0.8375565629600915,-1.0208575858853495,0,0,-0.7693646209579669,0.428683688382529,0.5462399354258756,0.7218195181736284,1.033871883650717,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7,23,3,11,23,3
738,-0.6079165421956573,200,1.5489878850225498,1.331095793956108,-0.02499711698657863,1.3498161229761854,0,0,0.9730393653127539,-1.3602913198625084,1.3958574730578281,1.5773063533206066,1.033871883650717,2,1,0,0,0,0,0,0,0,0,1,1,0,0,10,23,3,13,23,3
739,1.235034935104349,101,-1.6752594175294562,1.2524462498543694,1.5147585681074802,-0.5930093127844204,0,0,-1.2251443282461747,-0.23137882326681058,-0.7294708045125358,0.811335655460357,0.036489492887979987,2,1,0,0,0,0,0,1,0,0,0,0,0,1,13,23,3,17,23,3
740,-0.6079165421956573,256,-1.4887491810258355,-0.647732424261937,0.7422574646719698,0.37245328073196426,2,2,-0.5916425382982972,1.4483689626160283,0.7645703972455431,1.7235831165631055,-1.1316159848290517,0,0,0,1,0,0,0,0,1,0,0,0,1,0,15,23,3,19,23,3
741,0.02256685793329226,307,0.9110061052163555,0.7941369352996835,-0.12871939387888176,-0.08263872404147664,2,3,-1.4255634649299933,-0.3103255005909722,1.238546412899779,0.2621308648859363,0.6007743099547632,1,0,0,0,1,0,1,0,0,0,0,0,1,0,18,23,3,1,24,3
742,-0.6079165421956573,74,0.002110578179302879,0.09221055743470821,0.4226444724801491,-0.41425135131972207,0,4,1.3242585266497306,0.5215692018583753,0.05764718435491641,1.4252891885722552,1.033871883650717,2,0,0,1,0,0,0,0,0,1,0,0,0,1,21,23,3,22,23,3
743,-1.8043939282868553,171,-1.1975034027581148,-0.43183785455956697,-1.2006219487541314,-0.9641504537645952,2,2,0.058255839356098654,1.1018062554191246,0.855968360301469,1.1151630538091666,-1.5647135585250054,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,24,3,3,24,3
744,0.9537708094819222,377,-1.534998656317294,-1.2032686514999391,-0.02499711698657863,-1.2926788941416643,0,4,0.2169441846213361,-1.398114105909998,0.44893572778060603,-0.5761250361182395,-0.698518411133098,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,24,3,16,8,6
745,-1.1899012192377647,143,0.062033767994471294,1.2149372001204706,0.3149641557813157,0.16355877167818644,3,2,1.6828319648756493,-0.43531330136474905,-0.17619256331355007,-1.4979412407793378,-1.5647135585250054,1,0,1,0,0,0,0,0,1,0,0,0,0,1,15,8,6,17,8,6
746,-0.6079165421956573,166,-0.04024047834398819,2.190492992569644,-0.30116620408046557,1.3168795913666593,1,5,-0.2813892554978008,-1.385130250396657,-1.6580768185482442,1.5884080433716001,1.033871883650717,0,0,1,0,0,0,0,1,0,0,0,1,0,0,18,8,6,21,8,6
747,1.235034935104349,399,-1.646399501172788,-0.1280138288966675,-1.6038595935266828,1.1079683550145139,0,4,1.379647110381409,-3.955542710741397,-0.582524408288996,-0.9199149823161745,0.6007743099547632,2,0,1,0,0,0,0,0,0,0,1,0,0,1,21,8,6,1,9,6
748,-0.6079165421956573,261,1.227076793464375,1.3107378432390633,-0.6835711729348249,-0.9247530214155206,2,2,-1.0977518669783202,-1.4257141711119499,1.3521187418361968,-0.355423101576624,0.6007743099547632,1,0,1,0,0,0,0,0,0,0,1,0,0,1,23,8,6,5,9,6
749,0.02256685793329226,221,-0.18017033316259642,0.6582688282628202,-0.835921630526913,-0.7619971119073402,3,0,-0.8518246245860531,-0.7897156068758787,1.2764388328784007,-1.4584904528348503,0.6007743099547632,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,9,6,6,9,6
750,0.33142689380595025,83,0.702174213941152,0.5559905265871927,-1.4244660038598476,-0.7641943711658593,2,4,0.38141151678390495,-0.6603849817431703,-0.46120815769047263,-0.5144306213322504,0.6007743099547632,2,0,1,0,0,0,0,1,0,0,0,0,0,1,5,9,6,9,9,6
751,0.02256685793329226,182,1.44087269030621,-0.0421595663283151,1.4469183395351586,-0.7251361093065464,2,3,0.9879027801166769,-1.373457813654044,0.28258397464241064,-0.8094843076547531,-0.26542083743714423,1,1,0,0,0,0,0,1,0,0,0,1,0,0,8,9,6,14,9,6
752,1.235034935104349,307,-0.10653549735103222,-0.4957129854198445,-1.0385209938811981,-0.6932905855934939,2,4,-0.7495081158399026,0.6702176942893945,-0.6485234026357695,-0.9934860636786174,1.4669694573466707,0,1,0,0,0,0,0,0,0,1,0,1,0,0,11,9,6,14,9,6
753,-1.1899012192377647,10,0.20850226072184608,0.5581615210978245,1.3472363004324852,0.4497695915554672,0,6,0.6793454941136708,0.5321154634179631,-0.7986283793681395,-0.7427505365429893,1.033871883650717,1,0,0,0,0,1,0,0,0,0,1,0,1,0,13,9,6,17,9,6
754,1.235034935104349,396,-0.9218780224700216,1.2126534461038252,0.6744721279209448,-1.0543374752806913,3,4,-0.37374718846890903,-0.9413786887256286,-0.8755425353933468,0.072365095285929,1.033871883650717,2,0,1,0,0,0,0,0,1,0,0,0,1,0,16,9,6,20,9,6
755,-0.6079165421956573,4,1.1731169932116403,0.1359581293386776,0.5640323687277324,-0.5133270077149968,0,2,-0.11439872782066628,0.7756977985352022,-0.015157041501467667,-1.6731983524632243,1.4669694573466707,2,0,1,0,0,0,1,0,0,0,0,0,0,1,19,9,6,20,9,6
756,-1.1899012192377647,351,1.4133234561084969,-0.4086876102819762,0.36526731251117245,0.8651060085138884,1,4,0.4838907520210679,-0.6779275507191856,1.1069666825186293,-0.8733766432213871,-0.698518411133098,0,0,1,0,0,0,0,0,0,0,1,0,1,0,22,9,6,23,9,6
757,0.02256685793329226,402,1.4299657095251623,-1.0112596757461303,0.010396779135396751,-1.57314935426955,0,5,1.311779886997738,0.7651159158791894,0.3213182605387329,0.40679636759866666,0.1676767362588095,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10,6,9,10,6
758,-1.1899012192377647,336,0.9952505855832943,0.04288245668082244,-0.7829621094028197,-1.278404740106372,1,1,-1.3938515297619316,1.38608552518379,0.5516893362491535,0.6842090874602562,-0.26542083743714423,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,10,6,9,10,6
759,-1.1899012192377647,488,-1.4029996340147444,-1.4297265507407784,1.6084160528030178,1.1668244742713976,3,3,-0.31053305943266335,0.4694319533385132,-0.23967568201686257,0.5858480503115472,0.6007743099547632,2,0,0,1,0,0,0,0,1,0,0,0,1,0,6,10,6,10,10,6
760,-2.1795521519522656,292,-0.2939754961340957,1.6245459137591305,0.09167199257020901,-0.05756125795166076,3,6,1.3070124248338855,0.9333919357925252,-1.4260181017355742,0.5443551762796082,-0.26542083743714423,1,0,0,0,1,0,0,0,0,0,1,0,1,0,9,10,6,10,10,6
761,1.235034935104349,281,-0.6319214449005083,0.9657763076235412,-1.0927429758446898,-1.1277567956486072,0,0,-0.31347548308486967,0.86994916889264,1.7316370831504015,-1.0608486285545518,0.1676767362588095,1,0,1,0,0,0,1,0,0,0,0,0,0,1,12,10,6,21,10,6
762,0.507554088801715,215,1.5541098023142863,0.38535331489516117,1.1117942811746753,-0.11486463987929289,0,2,-0.7383093697896622,1.0789340057589638,0.9509244873587425,-0.07938399170597334,-1.1316159848290517,1,0,1,0,0,0,0,0,0,1,0,0,0,1,14,10,6,21,10,6
763,-1.1899012192377647,460,1.4420941088054726,-0.07825757908637397,1.602179301789229,-1.042309351995863,2,0,0.9463636886650099,1.4187063348679645,-0.02940816641674907,0.20059810622638294,1.033871883650717,0,0,0,1,0,0,0,0,0,1,0,0,0,1,17,10,6,0,11,6
764,1.235034935104349,98,1.4272112087049813,0.09474711495806004,-1.1258320680028973,-1.6044417898129544,1,0,0.16795361014717086,0.9967623818676883,-0.32381626420251,0.6597585646838541,0.1676767362588095,2,0,0,1,0,0,0,0,0,0,1,1,0,0,20,10,6,2,11,6
765,-1.1899012192377647,420,-0.34891089125198443,-0.49956523899277633,-0.28693596999980425,0.5821783215621262,2,4,-0.9496677813343292,-0.9337531061814792,0.6557790725162668,-1.6171876033786305,-0.698518411133098,0,0,0,0,1,0,1,0,0,0,0,0,0,1,23,10,6,2,11,6
766,-0.6079165421956573,101,0.002110578179302879,-0.06259835498285442,-1.12373191179361,-0.6925208381975365,2,4,0.6377799116420216,-0.8492934541996754,0.2280805857713644,1.6261663064654275,1.4669694573466707,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,11,6,3,11,6
767,0.507554088801715,451,-0.30893567200441374,-0.46852162580729206,-0.9840173879670134,-0.21447682004171012,3,4,-1.356211965090809,-1.2918400591617225,-0.03881802078698365,-0.014013872133044959,0.1676767362588095,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,11,6,7,11,6
768,-0.6079165421956573,9,0.2603493448909275,-0.10864357289242199,-0.8154863629521176,-0.6743622937292785,0,3,0.2968867366868008,-0.5361661813076443,0.9028398379213907,0.1867636017995731,0.1676767362588095,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,11,6,12,20,6
769,0.02256685793329226,61,0.5069544142414398,-0.5440233291205322,-0.16247820800887056,0.7064314192034208,3,6,-1.3808464399418987,-0.994067197558233,-0.015157041501467667,-1.4591601080087762,1.4669694573466707,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5,20,6,11,20,6
770,0.02256685793329226,309,-1.2404992462194417,-1.4273850346917427,1.35559596188624,0.5848039559366544,0,1,1.4158367709305502,-0.815283903262639,1.0776201936065917,0.71744586534766,-1.1316159848290517,1,0,0,0,0,1,0,1,0,0,0,1,0,0,8,20,6,12,20,6
771,-1.1899012192377647,146,-0.0874087328942802,0.249989925741878,-1.1777815189058738,1.3047940405211427,3,5,-0.6317688175166872,-0.43611405411865967,-0.41092287945873157,-0.1157904490286456,-1.5647135585250054,2,0,0,1,0,0,0,1,0,0,0,0,0,1,10,20,6,14,20,6
772,-0.6079165421956573,427,-1.4227071790602264,1.26973232183808,-1.194829498520213,-1.5607095306797125,3,6,-0.95677718808987,-0.21919077569687237,0.04871433956073885,1.4012679778933035,-1.1316159848290517,0,0,0,0,0,1,0,0,0,0,1,0,0,1,13,20,6,14,20,6
773,0.02256685793329226,419,-0.13595508313148358,4.2331008890737305,1.2581455623399818,-0.6748434852239588,3,5,0.9475722608520045,-1.0595039923450373,-1.6580954884424532,-1.6116452303559787,-0.698518411133098,1,1,0,0,0,0,1,0,0,0,0,0,0,1,16,20,6,19,20,6
774,1.235034935104349,63,-1.6894485287057972,-0.6418031381453992,-1.103582380344549,0.24384025458262962,1,0,0.6974689015021908,-1.3414271146056376,-1.6089264674138744,-0.2798748148267768,-0.26542083743714423,0,0,0,0,1,0,0,0,0,1,0,0,0,1,19,20,6,1,21,6
775,-1.1899012192377647,121,0.5422927493543208,-0.622107354000485,-0.02499711698657863,-1.0468159497094245,3,6,0.7801882990426894,-1.20090155912557,-0.9833285002070361,-0.7145132849357061,-1.1316159848290517,1,0,0,0,1,0,0,0,0,1,0,0,0,1,22,20,6,1,21,6
776,-0.6079165421956573,226,-1.0133309040851188,1.298472954265172,0.08999081026885565,-0.8540980100255825,1,2,1.431973863846148,4.96935540552147,1.5861456076357723,0.4867323501850116,0.6007743099547632,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,21,6,4,21,6
777,-0.6079165421956573,105,-1.330738035862924,1.1763594769231043,1.0890284160115944,1.4279325416085848,3,1,0.776000435294573,-0.9731560483841819,-0.5968032254250151,-0.7237461188245762,1.4669694573466707,2,0,0,0,1,0,0,1,0,0,0,0,1,0,3,21,6,5,21,6
778,-1.1899012192377647,462,-1.0381669109310776,0.016938458804478685,0.7292573401263845,0.00844855262429932,0,1,1.004151667595824,-0.9699582497890358,1.7415741649675875,-0.055941371362245314,-0.698518411133098,2,0,0,1,0,0,0,0,1,0,0,1,0,0,6,21,6,16,21,6
779,-1.1899012192377647,260,1.4071589608985835,0.710192938611234,1.4330404590216137,-0.9940273864436124,1,3,0.5566657497305131,-0.7497127648033857,0.3212930138191456,-0.5085911194361081,0.1676767362588095,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9,21,6,15,21,6
780,0.02256685793329226,349,1.510259259934651,1.3854684509853386,0.8226691211117078,-0.44228154250550006,0,6,1.583875570157252,0.06049015845674967,-0.929378989259229,-0.610591747343938,1.033871883650717,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11,21,6,18,21,6
781,-0.4735410616005038,425,-1.2400678263904532,-0.9874803231326471,1.735662487984225,-0.372336429247969,0,4,0.20753901355053855,-0.9729944157532721,-1.4551504292327433,1.37830517516155,1.033871883650717,0,0,0,0,1,0,0,0,0,1,0,0,1,0,14,21,6,18,21,6
782,-1.1899012192377647,255,-0.2754089065410883,-1.2209516340880386,-0.6187243701407857,0.8012843438897586,0,1,-0.5466268861192931,-1.071911494145624,-1.1269647974791288,-1.1482275479677337,0.6007743099547632,0,0,0,0,0,1,0,0,1,0,0,1,0,0,17,21,6,21,21,6
783,-1.1899012192377647,429,-1.6641706403509533,0.499181165435293,-0.2998325659025895,0.12356261853074843,1,6,1.6894048614935588,0.5099349323390451,0.30506333795310325,-0.3309816251404688,-0.698518411133098,1,0,0,0,0,1,0,0,1,0,0,0,0,1,20,21,6,23,21,6
784,-1.1899012192377647,434,0.43682047936107266,0.5759019494975404,0.8766487405240102,-0.8891619633657327,2,4,-1.5404704562827487,0.012725007834233207,1.2654657687807196,-1.2092323575906898,-0.26542083743714423,2,0,1,0,0,0,0,0,0,0,1,1,0,0,23,21,6,5,22,6
785,0.02256685793329226,207,0.002110578179302879,-0.4665353954630494,0.28514017508479567,1.333766487954273,1,3,-0.31723043999599054,-1.1830259497144198,-1.378463214934606,-0.6613171419037186,1.033871883650717,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,22,6,7,22,6
786,-0.634062908670834,28,-1.164459422849311,-1.2368594930695875,1.5969941685695732,-0.6862443545650219,2,0,0.18872884514192984,0.06206352068461623,-1.5876394833443825,0.32073976929104986,-1.1316159848290517,2,0,0,0,0,1,0,0,1,0,0,0,1,0,4,22,6,5,22,6
787,-1.1899012192377647,170,0.25191294584305124,0.5638001699236057,-0.7635432981832632,0.86418042165244,1,0,-1.3543658122986018,1.4550259314979874,-1.437361554449283,1.1442232314839027,-1.5647135585250054,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,22,6,13,22,6
788,-0.6079165421956573,336,-0.8025527353564984,-1.1869027590233587,0.4504036321907388,-0.7546474665319239,3,6,0.38480205989894745,1.0839638835212044,1.417246125075668,-1.437815903449414,-0.26542083743714423,2,1,0,0,0,0,1,0,0,0,0,0,1,0,10,22,6,15,22,6
789,0.507554088801715,76,1.1567171837244776,-1.3520757449475875,1.1077307512483654,0.28088490835652613,2,6,-0.14742090906671773,0.7415016613994874,-0.395759649894172,0.6962011826325704,-1.1316159848290517,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12,22,6,19,22,6
790,0.507554088801715,116,0.027899375443083654,0.8875693559005119,-0.4883778773899768,-0.8538458788255502,3,2,-1.35882512966956,0.5915704826382804,0.03181936784944665,0.8467763823028699,-1.1316159848290517,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15,22,6,19,22,6
791,-0.6079165421956573,69,0.9145735524255955,-0.42835853714840844,-0.45053439459782596,-0.5362866178662414,2,6,1.4504147268575147,1.0129189855936223,0.6694564530693775,0.4175238350221679,-0.26542083743714423,1,0,1,0,0,0,0,0,0,0,1,0,1,0,18,22,6,22,1,7
792,0.507554088801715,354,0.054066969083783854,0.8096573935195246,1.164166381222285,3.367815147449632,1,2,-0.475193494973473,0.11625582358942038,-1.4748664459252723,1.2332228846027817,1.4669694573466707,2,0,0,1,0,0,0,0,0,1,0,0,0,1,21,22,6,22,22,6
793,1.235034935104349,234,-0.5247546921648835,-0.3855559241378265,-1.0521538185252195,-0.49198969543374865,1,4,0.8613644757634072,-3.0217154590082678,-1.6073172941502045,0.8815782234117293,1.033871883650717,1,1,0,0,0,0,0,0,0,0,1,0,1,0,19,1,7,3,2,7
794,0.02256685793329226,1,1.4737971895479143,-0.8210131739114169,1.2590890717208765,0.3412322381863484,2,0,-1.055641067709139,-1.2491364082551835,1.0169373117343856,1.05846512187309,-0.2465508634218551,1,0,0,0,1,0,1,0,0,0,0,0,0,1,21,1,7,4,2,7
795,0.507554088801715,167,0.002110578179302879,-0.5524987455722895,-1.2095184908432788,0.03685859771742645,3,4,-1.4182188535392037,-0.48125055184990917,-1.8219312906304703,0.6811944026716574,1.4669694573466707,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,7,4,2,7
796,0.02256685793329226,352,1.6601359479396103,-0.9838276431560806,0.35192421879407887,-1.422765793181814,0,0,0.5384428642507,0.3297266704190283,-0.9537155758820305,0.08480387641448543,0.1676767362588095,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,7,9,2,7
797,-0.6079165421956573,218,-1.4839782181363497,-0.8246290353590773,0.23962284255208358,1.1260341276866075,2,0,-1.4198347530509587,-0.27115846562223034,1.6992202365780023,0.19495088484827525,-0.26542083743714423,2,0,0,1,0,0,0,1,0,0,0,0,1,0,6,2,7,9,2,7
798,0.507554088801715,273,-1.7174048851801764,-0.25716172257034775,-1.2243560712441164,-0.09880285142379226,2,1,1.4352352604872294,0.3149372775188407,-1.0383620913258622,-0.4467201436189397,-1.5647135585250054,2,0,0,0,1,0,0,0,1,0,0,0,0,1,9,2,7,17,2,7
799,-1.1899012192377647,368,0.7912564366823189,1.3990103213659966,0.32849582827329965,-0.7847116585954702,3,3,-0.31112636521870085,1.163479110435671,1.0218860729260186,-0.5454261913432767,1.4669694573466707,1,0,1,0,0,0,0,0,0,1,0,0,1,0,11,2,7,20,2,7
800,-0.6079165421956573,251,-1.5704825083974283,1.0947283865731805,0.642768037698851,1.2197593749540008,0,2,-1.4954260901159895,1.2954135270358662,-1.3244159798210664,-0.8393863660603222,1.4669694573466707,2,0,1,0,0,0,1,0,0,0,0,0,1,0,14,2,7,21,2,7
801,-0.7839763876702767,347,-0.08621213603988333,-1.2548529966878754,1.1272082943857613,0.21988094453700666,2,0,0.3608835915717059,0.7103795091157202,0.5129708078996148,1.3683046074272076,-0.26542083743714423,0,0,1,0,0,0,0,0,0,0,1,1,0,0,17,2,7,18,2,7
802,0.507554088801715,344,-1.0878952279632437,-0.8019665320464525,-0.6548587559174163,0.5295600160821868,0,1,0.21531088432670303,-1.0240978178324296,-0.9579774091459762,1.192993368719822,-0.698518411133098,2,0,1,0,0,0,1,0,0,0,0,0,1,0,20,2,7,21,2,7
803,-1.1899012192377647,419,0.0070010220944598705,0.06914158813177788,0.5745765466857351,-0.9094955152869345,0,5,0.781889462420737,-1.0115541769532643,-1.6202742815873632,-0.15819193668823206,-0.26542083743714423,1,1,0,0,0,0,0,0,1,0,0,0,1,0,22,2,7,5,3,7
804,-0.6079165421956573,174,-1.36616662373665,0.3009120379029994,0.10526088997386628,0.6591412222834688,1,1,0.7201878333887607,-0.3940759226718315,1.1652502934756472,0.495804050790535,-1.1316159848290517,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,7,2,3,7
805,0.02256685793329226,170,-1.5445889661994812,-0.6717115685330208,-0.710779093677448,-1.2943876466695494,3,4,-1.3355324780364473,-1.1312420122490139,-1.6506660240608595,-0.4147976796349015,-1.0412575029106417,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,3,7,5,3,7
806,-0.6079165421956573,246,-1.9474772905551188,-0.7672211414001306,1.438432684426669,1.410496905549822,2,5,1.545001264110939,0.12048787350542178,-1.0402368085318212,1.0066549899157742,-0.698518411133098,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7,3,7,15,3,7
807,-0.6079165421956573,423,-1.4533185431718412,-0.26854931201748483,-0.36279175847061873,-0.6900376853725257,2,1,1.4924907205607763,-0.5710518014698227,1.2299988538757418,1.1041187551786864,0.6007743099547632,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10,3,7,18,3,7
808,0.02256685793329226,90,-1.5931131350073398,1.0293375947267185,-1.5467116953202245,1.2989656828325593,0,6,1.3602939392275926,1.2293890605437487,1.5648268789338582,0.5687368964872676,-1.5647135585250054,0,0,1,0,0,0,0,0,0,0,1,0,1,0,12,3,7,16,3,7
809,0.02256685793329226,49,1.2606082476893046,1.4694675126417043,-0.9510077907232302,-0.8030154169549083,2,3,-1.5448716818326766,-1.3153790402307126,0.026196621787133712,-0.9286293654982064,-0.1414143599302925,1,0,0,0,0,1,0,0,0,0,1,1,0,0,15,3,7,19,3,7
810,-0.6079165421956573,446,-1.2574873186102475,0.4386242684721449,-0.9424005113361282,0.3351262848862388,0,2,-1.5477568472928285,-0.9143643904878334,1.1852964306825733,1.4661348356405377,-0.698518411133098,1,0,0,1,0,0,0,0,0,1,0,1,0,0,18,3,7,21,3,7
811,0.507554088801715,294,1.6127849781544832,-1.4734955724047634,0.30759964501646725,1.3565164899142494,2,6,0.5806907736458727,-0.499538609759569,-1.5857183204218166,-0.9764906555167525,-1.5647135585250054,0,1,0,0,0,0,1,0,0,0,0,0,0,1,21,3,7,7,4,7
812,-0.6079165421956573,407,-0.24986931954872504,-0.9810502285781094,-1.6180365787351019,-0.4444883227658908,3,5,-0.002512063092637936,0.5833147623305457,1.379784232895643,0.30980338005864105,-1.5263418680598704,1,0,0,0,1,0,0,0,0,0,1,1,0,0,23,3,7,2,4,7
813,-0.6079165421956573,150,-0.7754977671064311,0.03766643018765618,0.48902668253768666,0.6419970363740095,2,0,-0.5001890487878055,0.562213704046096,0.43859608078862106,-0.48958696713159455,0.6007743099547632,2,0,0,0,0,1,1,0,0,0,0,1,0,0,2,4,7,8,4,7
814,-1.1899012192377647,132,-1.5369029600453652,-0.2444950002425481,-0.8685100503717257,-0.5216336724630353,0,3,0.0363884389596858,-0.6049951736558502,1.4905332087838739,-1.6354954379581512,0.6007743099547632,1,0,0,0,0,1,0,0,0,0,1,0,0,1,5,4,7,10,13,7
815,0.02256685793329226,433,-0.7162920775832621,1.1051056053597084,1.499217867376045,1.486469386911175,0,0,1.6226918064545044,-0.8027554132860556,1.7344870317794525,-0.4377263326043352,-0.698518411133098,2,0,0,0,1,0,0,1,0,0,0,1,0,0,8,4,7,10,13,7
